song_title,artist,musical_genre,ethnicity,musical_subgenre,gender
Levels - Radio Edit,Avicii,pop,european,electropop,male
No Right To Love You - Acoustic,Rhys Lewis,r&b,european,urban contemporary,male
Straight Up Menace,MC Eiht,rap,north-american,southern hip hop,male
I Still Haven't Found What I'm Looking For,U2,rock,european,classic rock,Group
Sunglasses At Night,Corey Hart,rock,north-american,permanent wave,male
Future Love,Frank Mccomb,r&b,north-american,neo soul,male
Aqualung,Jethro Tull,rock,european,album rock,Group
Still The Same,Bob Seger,rock,north-american,album rock,male
Play That Funky Music,Wild Cherry,r&b,north-american,urban contemporary,Group
Make It Happen,Mariah Carey,r&b,north-american,new jack swing,female
Muito Calor,Ozuna,latin,north-american,latin pop,male
Light My Fire,The Doors,rock,north-american,album rock,Group
Devuelveme,Ozuna,latin,north-american,latin hip hop,male
Little Lies,Fleetwood Mac,rock,european,classic rock,Group
Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,rock,european,album rock,Group
Everlong,Foo Fighters,rock,north-american,classic rock,Group
Pissing In a River,Patti Smith,rock,north-american,permanent wave,female
Faded Pictures - From The Rush Hour Soundtrack,Case,r&b,north-american,new jack swing,male
Shut Up Kiss Me,Angel Olsen,pop,north-american,dance pop,female
Bossaura,Kollegah,rap,european,gangster rap,male
Torn to Pieces,Pop Evil,rock,north-american,hard rock,Group
Silent Night,The Temptations,r&b,north-american,neo soul,Group
Chop Suey!,System Of A Down,rock,north-american,hard rock,Group
Apollo - Radio Edit,Hardwell,edm,european,progressive electro house,male
Don't Know How To Love You,Haley Reinhart,r&b,north-american,neo soul,female
Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,latin,european,latin pop,male
All I Want Is You (feat. J. Cole),Miguel,r&b,north-american,urban contemporary,male
Midnight at the Oasis,Maria Muldaur,rock,north-american,classic rock,female
Sing For The Moment,Eminem,rap,north-american,gangster rap,male
Surfer,Be Vis,rap,european,trap,male
Gott noch nicht,Funker Vogt,pop,european,electropop,Group
Never Be Lonely (feat. Envy Monroe),Blasterjaxx,edm,european,progressive electro house,Group
The Illest - Kronic Remix,Far East Movement,edm,north-american,pop edm,Group
Another One Bites The Dust - Remastered 2011,Queen,rock,european,album rock,Group
Anticipation,Carly Simon,rock,north-american,album rock,female
Use Somebody,Kings of Leon,pop,north-american,indie poptimism,Group
Whasgood?!,blackwave.,r&b,european,neo soul,Group
Fire We Make,Alicia Keys,r&b,north-american,neo soul,female
Brick House,Commodores,r&b,north-american,urban contemporary,Group
Adrenalize,In This Moment,rock,north-american,hard rock,Group
I Need a Connection,Jane Weaver,pop,european,electropop,female
Hoe Je Bent,Broederliefde,latin,european,latin hip hop,Group
Believer,Imagine Dragons,pop,north-american,post-teen pop,Group
Baba O'Riley - Remixed Version,The Who,rock,european,hard rock,Group
Dear Summer,Memphis Bleek,rap,north-american,hip hop,male
Replay,Iyaz,pop,north-american,post-teen pop,male
Keep Up,Akon,latin,african,latin hip hop,male
Mambeado,Onda Vaga,latin,latino,tropical,Group
Thunder,Imagine Dragons,r&b,north-american,hip pop,Group
I'm for Real,Howard Hewett,r&b,north-american,new jack swing,male
Baba O'Riley,The Who,rock,european,permanent wave,Group
Bowtie (feat. Sleepy Brown & Jazze Pha),OutKast,rap,north-american,southern hip hop,Group
I'm In Love,Kem,r&b,north-american,neo soul,male
Tenemos Que Hablar,Bad Bunny,rap,north-american,trap,male
Grease - 2007 Remaster,Frankie Valli,r&b,north-american,urban contemporary,male
One For The Money,Escape the Fate,rock,north-american,hard rock,Group
Rebel Without A Pause,Public Enemy,rap,north-american,gangster rap,Group
Westside Story,The Game,rap,north-american,gangster rap,male
Sister Golden Hair,America,rock,north-american,permanent wave,Group
Boss,La Zowi,rap,european,trap,female
Really Don't Care,Demi Lovato,pop,north-american,post-teen pop,non-binary
Georgia - 2003 Digital Remaster,Orchestral Manoeuvres In The Dark,pop,european,electropop,Group
Your Shirt,Chelsea Cutler,pop,north-american,indie poptimism,female
Se Me Perdio La Cadenita,La Sonora Dinamita,latin,latino,tropical,Group
Stockholm Syndrome,Muse,rock,european,permanent wave,Group
Stepping Stone,Duffy,r&b,european,neo soul,female
Can We Talk,Tevin Campbell,r&b,north-american,new jack swing,male
Control,Janet Jackson,rock,north-american,album rock,female
Future Nostalgia,Dua Lipa,r&b,european,hip pop,female
Do You Call My Name,Ra,rock,north-american,hard rock,Group
broken - Cash Cash Remix,lovelytheband,edm,north-american,pop edm,Group
why u look mad,Lil Tecca,rap,north-american,hip hop,male
"Harder, Better, Faster, Stronger",Daft Punk,pop,european,electropop,Group
Last Resort,Papa Roach,rock,north-american,permanent wave,Group
Con Calma,Daddy Yankee,pop,north-american,dance pop,male
All My Friends - Eden Prince Remix,AJ Mitchell,pop,north-american,dance pop,male
Hola - Acústico En Vivo,Dalex,latin,north-american,latin pop,male
Alone Together,Daley,r&b,european,neo soul,male
Undead,Hollywood Undead,rock,north-american,hard rock,Group
Back to Beautiful,Sofia Carson,edm,north-american,pop edm,female
Can I Kick It?,A Tribe Called Quest,r&b,north-american,hip pop,Group
Ride,Madison Mars,edm,european,progressive electro house,male
Years,Astrid S,pop,european,post-teen pop,female
Shake It Off,Taylor Swift,pop,north-american,electropop,female
Vibe,Zhané,r&b,north-american,new jack swing,Group
Bennie And The Jets - Remastered 2014,Elton John,rock,european,classic rock,male
"Lost - Recorded at Metropolis Studios, London",Jorja Smith,r&b,european,neo soul,female
Broke Leg (with Quavo & Tyga),Tory Lanez,rap,north-american,trap,male
Pose To Do (feat. French Montana and Quavo),Lil Pump,r&b,north-american,urban contemporary,male
Lean On,Major Lazer,r&b,latino,hip pop,Group
EDM Bubble,Jay Hardway,edm,european,progressive electro house,male
Sex (Cheat Codes X Kris Kross Amsterdam),Cheat Codes,latin,north-american,tropical,Group
Boredom (feat. Rex Orange County & Anna of the North),"Tyler, The Creator",pop,north-american,indie poptimism,male
Grow Old With Me,John Lennon,rock,european,album rock,male
Sky Walker (feat. Travis Scott),Miguel,r&b,north-american,urban contemporary,male
Love Me Now - Dave Audé Remix Radio Edit,John Legend,edm,north-american,pop edm,male
Glory,Bastille,pop,european,post-teen pop,Group
Sunburn,Muse,rock,european,permanent wave,Group
Touch Me Tease Me,Case,r&b,north-american,new jack swing,male
Lovers on the Sun (feat. Sam Martin),David Guetta,edm,european,electro house,male
Welcome to the Black Parade,My Chemical Romance,rock,north-american,album rock,Group
All Time Low,Jon Bellion,edm,north-american,pop edm,male
no importa,Alaina Castillo,latin,north-american,latin pop,female
Jopping,SuperM,pop,asian,dance pop,Group
Wind of Change,Scorpions,rock,european,classic rock,Group
Not over Yet - Perfecto Edit,Grace,pop,european,dance pop,Group
What A Time (feat. Niall Horan),Julia Michaels,pop,north-american,post-teen pop,female
2000 Miles - 2007 Remaster,Pretenders,rock,european,permanent wave,Group
No Brainer,DJ Khaled,pop,north-american,dance pop,male
Cell Therapy,Goodie Mob,rap,north-american,southern hip hop,Group
Let's Make This Last 4Ever,Mitchel Musso,pop,north-american,post-teen pop,male
Can't Fight This Feeling,REO Speedwagon,pop,north-american,electropop,Group
Ooouuu (feat. Blac Youngsta),YBN Almighty Jay,rap,north-american,hip hop,male
Can You Feel the Beat,Lisa Lisa & Cult Jam,latin,north-american,latin hip hop,Group
Canggu,FKJ,r&b,european,neo soul,male
Satellite of Love,Lou Reed,rock,north-american,classic rock,male
Joan of Arc (feat. Thailand),David Guetta,edm,european,progressive electro house,male
Hey Lover,LL Cool J,r&b,north-american,new jack swing,male
Breakdown,Tom Petty and the Heartbreakers,rock,north-american,classic rock,Group
I just need U. - Tide Electric Remix,TobyMac,pop,north-american,dance pop,male
The Climb,Miley Cyrus,pop,north-american,post-teen pop,non-binary
White Room,Cream,rock,european,album rock,Group
Shower the People,James Taylor,rock,north-american,classic rock,male
30 Bandido!,Costa Gold,rap,latino,trap,Group
Eye of the Tiger,Survivor,rock,north-american,classic rock,Group
Weight In Gold - Brasstracks Remix,Gallant,r&b,north-american,neo soul,male
Black,Pearl Jam,rock,north-american,permanent wave,Group
Kill Yourself (Part III),$uicideBoy$,rap,north-american,gangster rap,Group
Nothing Breaks Like a Heart - Don Diablo Remix,Mark Ronson,edm,european,pop edm,male
Words Get In the Way,Miami Sound Machine,rock,north-american,album rock,Group
Poison,Alice Cooper,rock,north-american,album rock,male
Message In A Bottle - Remastered 2003,The Police,rock,european,classic rock,Group
Come and Talk to Me - Remix,Jodeci,r&b,north-american,urban contemporary,Group
Have You Ever Seen The Rain,Creedence Clearwater Revival,rock,north-american,classic rock,Group
Complicated,Avril Lavigne,pop,north-american,post-teen pop,female
Wicked Game,HIM,rock,european,hard rock,Group
Twisted (feat. Logic & A$AP Rocky),French Montana,rap,north-american,hip hop,male
Hit The Ground,Lizz Wright,r&b,north-american,neo soul,female
Tourniquet,Breaking Benjamin,rock,north-american,hard rock,Group
#1 Stunna,Big Tymers,rap,north-american,southern hip hop,Group
Lose My Mind,Dean Lewis,r&b,oceania,urban contemporary,male
Who Am I (What's My Name)?,Snoop Dogg,rap,north-american,southern hip hop,male
I'm Gonna Be Around - 2014 Remastered Version,Michael Learns To Rock,rock,european,album rock,Group
Kingdom Come,Red Velvet,edm,asian,pop edm,Group
Oh I,Debra Killings,r&b,north-american,neo soul,female
Buddy Holly,Weezer,rock,north-american,permanent wave,Group
Brighton Rock - Remastered 2011,Queen,rock,european,album rock,Group
Straight Up,Paula Abdul,r&b,north-american,new jack swing,female
Unforgettable (feat. Swae Lee) - Major Lazer Remix,French Montana,edm,north-american,pop edm,male
I Get Lonely,Janet Jackson,r&b,north-american,new jack swing,female
Moving in Stereo,The Cars,pop,north-american,electropop,Group
Finesse,Bruno Mars,edm,north-american,pop edm,male
Con el Corazon,Cartel De Santa,rap,north-american,gangster rap,Group
One Wine (feat. Major Lazer),Machel Montano,latin,latino,latin hip hop,male
Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo,r&b,north-american,hip pop,male
Now,Miguel,r&b,north-american,neo soul,male
Yo Soy De Aqui,Don Omar,latin,north-american,reggaeton,male
Dame Un Besito (feat. Chino & Nacho),Fainal,latin,latino,latin pop,male
Eastside Drama,Brownside,latin,north-american,latin hip hop,Group
Party Your Body,Stevie B,latin,north-american,latin hip hop,male
All I Want,Father MC,r&b,north-american,new jack swing,male
What About Us - Cash Cash Remix,P!nk,edm,north-american,electro house,female
Candy Rain,Soul For Real,r&b,north-american,new jack swing,Group
Shake It Off,Taylor Swift,latin,north-american,latin hip hop,female
Solo Dance - Club Mix,Martin Jensen,edm,european,electro house,male
Let Me Love You,Mario,r&b,north-american,hip pop,male
The Rubberband Man,The Spinners,r&b,north-american,urban contemporary,Group
Ready or Not,Bridgit Mendler,pop,north-american,post-teen pop,female
I'm Blessed,Charlie Wilson,r&b,north-american,urban contemporary,male
Mil Horas,La Sonora Dinamita,latin,latino,tropical,Group
Surprise Surprise,Billy Talent,rock,north-american,hard rock,Group
Lullaby,Sigala,pop,european,dance pop,male
FourFiveSeconds,Rihanna,pop,north-american,electropop,female
Tattoos,Caravan Palace,edm,european,electro house,Group
Sunshine Of Your Love,Cream,rock,european,album rock,Group
The Sound of Silence - Acoustic Version,Simon & Garfunkel,rock,north-american,permanent wave,Group
Consolation Prizes,Phoenix,rock,european,album rock,Group
Magnets - A-Trak Remix,Disclosure,edm,european,pop edm,Group
Stop Crying Your Heart Out,Oasis,rock,european,permanent wave,Group
Carita Bonita,Erre XI,latin,north-american,latin pop,Group
Ever So Clear,Bushwick Bill,rap,north-american,southern hip hop,male
Resort,Farruko,rap,north-american,trap,male
This Guy's In Love With You Pare,Chito Miranda,rock,asian,classic rock,male
Panda,Desiigner,pop,north-american,electropop,male
Lido Shuffle,Boz Scaggs,rock,north-american,classic rock,male
Soldier Like Me,2Pac,rap,north-american,gangster rap,male
Conteo Regresivo - Salsa Version,Gilberto Santa Rosa,latin,north-american,tropical,male
All Falls Down (feat. Juliander),Alan Walker,edm,european,electro house,male
I Used to Love Someone,Anthony Hamilton,r&b,north-american,neo soul,male
Someday Never Comes,Creedence Clearwater Revival,rock,north-american,classic rock,Group
Walking on Sunshine,Sam Amidon,r&b,north-american,hip pop,male
Rhythm Of The Night,DeBarge,r&b,north-american,urban contemporary,Group
Honestly,Hot Chelle Rae,pop,north-american,post-teen pop,Group
City Of Dreams - Radio Edit,Dirty South,edm,oceania,progressive electro house,male
If It Ain't Love,Jason Derulo,pop,north-american,electropop,male
Una Cita,Alkilados,latin,latino,latin pop,Group
The Soul Searchers,Paul Weller,rock,european,classic rock,male
Door,Caroline Polachek,r&b,north-american,hip pop,female
Guaya Guaya,Don Omar,latin,north-american,reggaeton,male
Pa' Que Retozen,Tego Calderon,latin,north-american,latin pop,male
DOWN BY LAW,THE RAMPAGE from EXILE TRIBE,pop,asian,dance pop,Group
Let Me Get Em,Soulja Boy,rap,north-american,southern hip hop,male
Dynamite,Gareth Emery,edm,european,progressive electro house,male
Roll Some Mo,Lucky Daye,r&b,north-american,urban contemporary,male
Sending My Love,Zhané,r&b,north-american,urban contemporary,Group
Cleanin' Out My Closet,Eminem,rap,north-american,gangster rap,male
These Are The Times (feat. JRM),Martin Garrix,pop,european,dance pop,male
Symphony (feat. Zara Larsson) - R3hab Remix,Clean Bandit,edm,european,pop edm,Group
Bad Girlfriend,Theory of a Deadman,rock,north-american,hard rock,Group
Remedy,Seether,rock,north-american,hard rock,Group
Solo de Mi,Bad Bunny,rap,north-american,trap,male
Tonight Is the Night (Pts. 1&2),Betty Wright,rap,north-american,southern hip hop,female
Nada Fue Un Error,Coti,latin,european,latin pop,male
Area51,Hardwell,edm,european,big room,male
Catch & Release - Deepend Remix Extended Version,Matt Simons,latin,north-american,tropical,male
Stormbringer - 2009 remix,Deep Purple,rock,european,hard rock,Group
No Shame In My Game,Gang Starr,rap,north-american,gangster rap,Group
Play Hard (feat. Ne-Yo & Akon),David Guetta,rap,european,southern hip hop,male
Bitch Betta Have My Money,Tyga,rap,north-american,southern hip hop,male
Coming Back Again,Kings of Leon,rock,north-american,permanent wave,Group
Harder Than You Think,Public Enemy,rap,north-american,southern hip hop,Group
Piropo,Noriel,latin,north-american,reggaeton,male
La Venganza,J Balvin,latin,latino,latin hip hop,male
Options (feat. Stephen Marley),Pitbull,pop,north-american,electropop,male
Slipping Away (Crier la Vie) [Radio Mix],Moby,rock,north-american,album rock,male
Tubthumping,Chumbawamba,rock,european,permanent wave,Group
My Gun Go Off,50 Cent,rap,north-american,gangster rap,male
I Want You Back - Radio Edit,*NSYNC,pop,north-american,dance pop,Group
West Savannah,OutKast,rap,north-american,southern hip hop,Group
Somebody - Modern Machines Remix,Natalie La Rose,edm,european,pop edm,female
Finally // beautiful stranger,Halsey,pop,north-american,dance pop,female
Impossible,James Arthur,pop,european,dance pop,male
HER,Block B,edm,asian,pop edm,Group
Two Tickets To Paradise,Eddie Money,rock,north-american,classic rock,male
