song_title,artist,language,musical_genre,ethnicity,musical_subgenre,gender,lyric_length,needs_translation
"Money, Hoes & Power (feat. Jermaine Dupri)",UGK,en,rap,north-american,southern hip hop,Group,755,0
Starboy,The Weeknd,en,pop,north-american,electropop,male,447,0
All For Love,Madison Beer,en,pop,north-american,post-teen pop,female,414,0
Gangsta's Paradise,Coolio,en,pop,north-american,post-teen pop,male,2060,0
X - Spanglish Version,Nicky Jam,es,latin,north-american,latin hip hop,male,331,1
Band of Gypsies - Edit,Cypress Hill,en,latin,north-american,latin hip hop,Group,462,1
Quisiera Ser Alcohol,Caifanes,es,rock,north-american,album rock,Group,134,1
Cae El Sol,Soda Stereo,es,rock,latino,album rock,Group,146,1
Doctor Doctor,UFO,en,rock,european,hard rock,Group,158,0
Fix You,Coldplay,en,pop,european,electropop,Group,181,0
Trika Trika,Faydee,en,latin,oceania,latin pop,male,490,1
Wake up Everybody (feat. Common & Melanie Fiona),John Legend,en,r&b,north-american,neo soul,male,414,0
Easy,Great Good Fine Ok,en,pop,north-american,indie poptimism,Group,239,0
Blah Blah Blah (feat. 3OH!3),Kesha,en,pop,north-american,post-teen pop,female,352,0
Deliverance,CHVRCHES,en,pop,european,electropop,Group,359,0
"Paint It, Black - (Original Single Mono Version)",The Rolling Stones,en,rock,european,classic rock,Group,240,0
Cherry Pie,Warrant,en,pop,north-american,electropop,Group,1128,0
The Chauffeur - 2001 Remastered Version,Duran Duran,en,rock,european,permanent wave,Group,278,0
Linger - Acoustic Version,The Cranberries,en,rock,european,album rock,Group,277,0
Liar,Camila Cabello,en,pop,north-american,dance pop,female,3264,0
Bad Company (Remastered Album Version),Bad Company,en,rock,european,classic rock,Group,396,0
Go (Remastered),Pearl Jam,en,rock,north-american,hard rock,Group,140,0
Bury Me,Getter,en,rap,north-american,gangster rap,male,502,0
Masochist,Polaris,en,rock,oceania,hard rock,Group,410,0
Lovin' You,Tony! Toni! Toné!,en,r&b,north-american,neo soul,Group,329,0
Aprendi a Amar,Brytiago,es,latin,north-american,reggaeton,male,437,1
shut up,Greyson Chance,en,pop,north-american,post-teen pop,male,289,0
Someone I Used To Know - Kue Radio Remix,Zac Brown Band,en,edm,north-american,pop edm,Group,239,0
Jocelyn Flores,XXXTENTACION,en,rap,north-american,trap,male,476,0
Best Friend - Live From The Village,Foster The People,en,latin,north-american,latin pop,Group,460,0
Redrum (feat. Felix Snow) - What So Not Remix,Era Istrefi,en,edm,european,pop edm,female,287,0
5 Steps,Dru Hill,en,r&b,north-american,new jack swing,Group,279,0
La La La - Kaos Remix,Naughty Boy,tl,edm,european,pop edm,male,583,0
First Time - R3hab Remix,Kygo,en,edm,european,pop edm,male,300,0
"Getting Late (From ""Queen & Slim: The Soundtrack"")",Syd,en,r&b,north-american,urban contemporary,male,205,0
Hella Hoes,A$AP Mob,en,r&b,north-american,urban contemporary,Group,522,0
In Paradise,Laissez Faire,en,latin,asian,latin hip hop,Group,280,0
Collard Greens & Cornbread,Fantasia,en,r&b,north-american,neo soul,female,274,0
Spit Out the Bone,Metallica,en,rock,north-american,hard rock,Group,197,0
Cigarettes & Cush (feat. Kehlani & Lily Allen),Stormzy,en,r&b,european,urban contemporary,male,941,0
Party Rock Anthem,LMFAO,en,pop,north-american,post-teen pop,Group,1000,0
Before The Funeral,Elli Ingram,en,r&b,european,neo soul,female,307,0
Devil Eyes,Hippie Sabotage,en,pop,north-american,electropop,Group,260,0
Losing You,boy pablo,en,pop,european,indie poptimism,Group,182,0
Some Kind Of Lover,Jody Watley,en,r&b,north-american,new jack swing,female,133,0
Round and Round - Soul Mix Edit,Tevin Campbell,en,r&b,north-american,new jack swing,male,328,0
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,en,r&b,european,hip pop,Group,472,0
The Art of Suicide,Emilie Autumn,en,pop,north-american,electropop,female,257,0
Love Song,Simple Minds,en,pop,european,electropop,Group,168,0
Dream On,Aerosmith,en,rock,north-american,classic rock,Group,267,0
Hellraiser,Motörhead,en,rock,european,hard rock,Group,233,0
Bad Company,Five Finger Death Punch,en,rock,north-american,hard rock,Group,203,0
Lass mal dein Film,Reda Rwena,de,rap,european,gangster rap,male,324,1
You Don't Know How It Feels,Tom Petty,en,rock,north-american,classic rock,male,232,0
Les limites,Julien Doré,fr,rock,european,album rock,male,283,1
Can't B Good,Janet Jackson,en,r&b,north-american,neo soul,female,403,0
Walking In My Shoes,FEVER 333,en,rock,north-american,hard rock,Group,353,0
Circus - Diplo Circus Remix,Britney Spears,en,edm,north-american,pop edm,female,419,0
Poem,Taproot,en,rock,north-american,hard rock,Group,204,0
Love Like This,Faith Evans,en,r&b,north-american,urban contemporary,female,441,0
One Touch (with ‪Jess Glynne),Jess Glynne,en,pop,european,post-teen pop,female,402,0
Si Supieras,Daddy Yankee,es,latin,north-american,latin pop,male,1554,1
American Girl,Tom Petty and the Heartbreakers,en,rock,north-american,album rock,Group,495,0
Barracuda,Heart,en,rock,north-american,hard rock,Group,191,0
Stripper Bowl,Migos,en,rap,north-american,hip hop,Group,687,0
Grateful,Mahalia,en,r&b,european,neo soul,female,356,0
Manhattan,Scott Walker,en,rock,european,permanent wave,male,198,0
Baila Baila Baila - Remix,Ozuna,es,latin,north-american,latin pop,male,1041,1
Cinnamon Girl,Neil Young,en,rock,north-american,album rock,male,102,0
Hace Tiempo,Fonseca,es,latin,latino,latin pop,male,389,1
Starboy,The Weeknd,en,pop,north-american,post-teen pop,male,1788,0
New Jack City,Guy,en,r&b,north-american,new jack swing,Group,272,0
anxiety (with FRND),blackbear,en,r&b,north-american,hip pop,male,295,0
Lazarus,Porcupine Tree,en,rock,european,album rock,Group,145,0
Hardwired,Metallica,en,rock,north-american,hard rock,Group,111,0
That Girl,All Time Low,en,pop,north-american,post-teen pop,Group,526,0
Toda Mi Gente,Lolita,en,latin,european,latin hip hop,female,397,0
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,en,edm,north-american,electro house,female,312,0
Paradise By the Dashboard Light,Meat Loaf,en,rock,north-american,classic rock,male,1363,0
One Wine (feat. Major Lazer),Machel Montano,en,latin,latino,latin hip hop,male,702,0
Bedside Radio - Remastered,Krokus,en,rock,european,hard rock,Group,128,0
Better Not (with Wafia),Louis The Child,en,pop,north-american,indie poptimism,Group,792,0
Jump - 2015 Remaster,Van Halen,en,rock,north-american,album rock,Group,346,0
Empire,Hollywood Undead,en,rock,north-american,hard rock,Group,418,0
Let the Sparks Fly,Thousand Foot Krutch,en,rock,north-american,hard rock,Group,507,0
Sweet but Psycho - Morgan Page Dance Remix,Ava Max,en,pop,north-american,dance pop,female,455,0
Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,en,rock,european,classic rock,male,381,0
False Confidence,Noah Kahan,en,r&b,north-american,hip pop,male,280,0
The Dead Heart - 2007 Remastered,Midnight Oil,en,rock,oceania,classic rock,Group,236,0
Wailin',OutKast,en,rap,north-american,southern hip hop,Group,374,0
Good Love,Kelly Price,en,r&b,north-american,new jack swing,female,304,0
Move On,ayokay,en,pop,north-american,indie poptimism,male,326,0
"Left, Right",YG,en,rap,north-american,gangster rap,male,711,0
Don't Push Me,50 Cent,en,rap,north-american,gangster rap,male,827,0
Presiento,Morat,es,pop,latino,dance pop,Group,350,1
Cool Cat - Remastered 2011,Queen,en,rock,european,album rock,Group,231,0
Paradise,Bazzi,en,pop,north-american,indie poptimism,male,350,0
SUBEME LA RADIO,Enrique Iglesias,es,latin,european,latin pop,male,928,1
Drive,Incubus,en,rock,north-american,permanent wave,Group,179,0
Never Tired Of You,Julian Jordan,en,edm,european,electro house,male,269,0
Hit Me With Your Best Shot - 1999 Digital Remaster,Pat Benatar,en,rock,north-american,classic rock,female,206,0
I Want To Come Home For Christmas,Marvin Gaye,en,r&b,north-american,neo soul,male,205,0
"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,en,r&b,north-american,urban contemporary,male,599,0
Everytime We Touch (with Steve Angello & Sebastian Ingrosso),David Guetta,en,edm,european,progressive electro house,male,276,0
Matches,Cash Cash,en,edm,north-american,pop edm,Group,248,0
Don't Be Cruel,Bobby Brown,en,r&b,north-american,new jack swing,male,512,0
Regulate,Warren G,en,rap,north-american,southern hip hop,male,1190,0
Ni Una Sola Palabra,Paulina Rubio,es,latin,north-american,latin pop,female,335,1
Deck the Halls / Silent Night,Whitney Houston,en,r&b,north-american,neo soul,female,572,0
Only You (feat. Notorious B.I.G. and Mase) - Greatest Hits Version,112,en,rap,north-american,gangster rap,Group,910,0
El Chapo - feat. Skrillex,The Game,en,r&b,north-american,urban contemporary,male,690,0
Immigrato,Checco Zalone,it,r&b,european,hip pop,male,176,1
Finer Things,Polo G,en,r&b,north-american,urban contemporary,male,574,0
"Selfie (feat. Zion & Lennox, Jhay Cortez & Miky Woodz) - Remix",De La Ghetto,es,latin,north-american,reggaeton,male,468,1
Sweet November,Troop,en,r&b,north-american,new jack swing,Group,306,0
Que Va,Alex Sensation,es,latin,north-american,latin pop,male,491,1
Tchu Tchu Tcha (feat. Enrique Iglesias),Pitbull,en,latin,north-american,latin hip hop,male,529,0
Want to Want Me,Jason Derulo,en,pop,north-american,post-teen pop,male,968,0
Happy,Oh Wonder,en,pop,european,indie poptimism,Group,329,0
Warm Animal,Sure Sure,en,pop,north-american,indie poptimism,Group,295,0
A Partir De Hoy,David Bisbal,es,latin,european,latin pop,male,410,1
Mr. Brightside,The Killers,en,rock,north-american,permanent wave,Group,294,0
Everyday,Angie Stone,en,r&b,north-american,neo soul,female,390,0
Cat Scratch Fever,Ted Nugent,en,rock,north-american,hard rock,male,225,0
Hush,Sean Price,en,rap,north-american,southern hip hop,male,414,0
MOOD 4 EVA (feat. Oumou Sangaré),Beyoncé,en,r&b,north-american,urban contemporary,female,705,0
Addicted,Amy Winehouse,en,r&b,european,neo soul,female,181,0
Knights of Cydonia,Muse,en,rock,european,permanent wave,Group,131,0
BURN IT DOWN,Linkin Park,en,pop,north-american,electropop,Group,273,0
Handful Of Gold - Hounded Remix,CAZZETTE,en,latin,european,tropical,Group,222,0
I Sat By The Ocean,Queens of the Stone Age,en,rock,north-american,permanent wave,Group,203,0
"One Bourbon, One Scotch, One Beer",John Lee Hooker,en,rock,north-american,classic rock,male,258,0
Hey Baby,Dimitri Vegas & Like Mike,en,pop,european,electropop,Group,401,0
Llamé Pa' Verte,Wisin,es,latin,north-american,reggaeton,male,389,1
Quite Miss Home - Steve Void Remix,James Arthur,en,pop,european,dance pop,male,358,0
Feels Like Summer,Childish Gambino,en,latin,north-american,latin hip hop,male,530,0
I Don't Fuck With You,Big Sean,en,rap,north-american,hip hop,male,973,0
Stay - Remix,Eternal,en,r&b,european,new jack swing,Group,319,0
Number One,John Legend,en,r&b,north-american,neo soul,male,535,0
It's Automatic,Freestyle,en,latin,asian,latin hip hop,Group,288,0
The Bird,Anderson .Paak,en,r&b,north-american,urban contemporary,male,794,0
Don't Hold Your Breath,Nicole Scherzinger,en,pop,north-american,post-teen pop,female,368,0
2 Real,Scarface,en,rap,north-american,southern hip hop,male,622,0
Fractures - Trivecta Remix,ILLENIUM,en,edm,north-american,pop edm,male,213,0
Firefly,Breaking Benjamin,en,rock,north-american,hard rock,Group,224,0
Angry Too,Lola Blanc,en,pop,north-american,indie poptimism,female,402,0
Doggy Dogg World (feat. The Dramatics & Tha Dogg Pound),Snoop Dogg,en,rap,north-american,gangster rap,male,807,0
Won't Let You Go - Tritonal Remix,Armin van Buuren,en,edm,european,big room,male,156,0
Little Jeannie,Elton John,en,rock,european,classic rock,male,341,0
It's Late - Remastered 2011,Queen,en,rock,european,album rock,Group,404,0
Got To Give It Up (Pt. 1),Marvin Gaye,en,r&b,north-american,urban contemporary,male,295,0
Mambo Salentino,Boomdabash,it,r&b,european,hip pop,Group,287,1
Time of Dying,Three Days Grace,en,rock,north-american,hard rock,Group,172,0
Me llama,Beret,es,latin,european,latin pop,male,543,1
Once Bitten Twice Shy,Great White,en,rock,north-american,album rock,Group,742,0
Legacy (feat. Travis Scott & 21 Savage),Offset,en,r&b,north-american,urban contemporary,male,1012,0
Black Widow,Iggy Azalea,en,pop,north-american,post-teen pop,female,548,0
Shooting Holes,Twin Shadow,en,pop,north-american,electropop,male,193,0
Revolusion,Elliphant,en,edm,european,big room,female,162,0
Dangerous (feat. Sam Martin),David Guetta,en,pop,european,electropop,male,287,0
Bitch Better Have My Money,Rihanna,en,r&b,north-american,urban contemporary,female,384,0
In My Dreams - Short Edit,DJ Antoine,en,edm,european,progressive electro house,male,211,0
$20 Fine,Jimi Hendrix,en,rock,north-american,classic rock,male,242,0
Stitches and Burns,Fra Lippo Lippi,en,rock,european,permanent wave,Group,153,0
Pesquisa no Google (feat. Henrique & Diego) - Ao Vivo,Turma do Pagode,pt,edm,latino,pop edm,Group,323,1
If We Have Each Other,Alec Benjamin,en,r&b,north-american,urban contemporary,male,552,0
Marlboros & White Widow,$uicideBoy$,en,rap,north-american,gangster rap,Group,434,0
Bad Reputation,Joan Jett & The Blackhearts,en,rock,north-american,classic rock,Group,377,0
Carrying Your Love With Me,George Strait,en,latin,north-american,latin hip hop,male,205,0
Didn't Cha Know,Erykah Badu,en,r&b,north-american,neo soul,female,324,0
Gunnin' for You,Nick Nolan,en,rap,north-american,southern hip hop,male,117,0
Used To Love (with Dean Lewis),Martin Garrix,en,pop,european,dance pop,male,1432,0
Think I'm In Love Again,Paul Anka,en,latin,north-american,latin pop,male,376,0
Una Vida Para Recordar,Piso 21,es,latin,latino,latin pop,Group,1332,1
Nunca Me Olvides - Remix,Yandel,es,latin,north-american,reggaeton,male,514,1
Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,en,pop,north-american,electropop,Group,420,0
Budapest,George Ezra,en,pop,european,post-teen pop,male,289,0
Velitas,Darell,es,rap,north-american,trap,male,2756,1
Angels Fall,Breaking Benjamin,en,rock,north-american,hard rock,Group,179,0
Haan Bhai,Fotty Seven,so,rap,asian,hip hop,Person,701,1
You Tried It,City Girls,en,rap,north-american,gangster rap,Group,395,0
Faith - Radio Edit,Blasterjaxx,en,edm,european,electro house,Group,204,0
Fever,GFRIEND,ko,pop,asian,dance pop,Group,217,1
There For You - Dzeko Remix,Martin Garrix,en,edm,european,electro house,male,331,0
Someone You Loved,Lewis Capaldi,en,pop,european,dance pop,male,1998,0
ilomilo,Billie Eilish,en,r&b,north-american,urban contemporary,female,205,0
U Played (feat. Lil Baby),Moneybagg Yo,en,rap,north-american,hip hop,male,698,0
Inny Gatunek,Young Igi,pl,rap,european,trap,male,530,1
Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,en,edm,european,big room,male,276,0
I Luv It,Jeezy,en,rap,north-american,southern hip hop,male,623,0
It Ain't,Geto Boys,en,rap,north-american,southern hip hop,Group,602,0
Thick And Thin,LANY,en,pop,north-american,indie poptimism,Group,424,0
Shape of You,Ed Sheeran,en,pop,european,dance pop,male,3290,0
Human - Edit,The Human League,en,rock,european,permanent wave,Group,169,0
Million Bucks - Violet Days Remix,Smallpools,en,pop,north-american,indie poptimism,Group,374,0
We Just Disagree,Dave Mason,en,rock,european,classic rock,male,199,0
Your Spirit,Tasha Cobbs Leonard,en,r&b,north-american,urban contemporary,female,365,0
Livin' On A Prayer,Bon Jovi,en,rock,north-american,hard rock,Group,331,0
Wrist,Logic,en,rap,north-american,hip hop,male,612,0
High Hopes - filous Remix,Kodaline,en,pop,european,indie poptimism,Group,251,0
Juicy,Doja Cat,en,r&b,north-american,urban contemporary,female,673,0
How We Roll,Don Omar,es,latin,north-american,reggaeton,male,229,1
Chained To The Rhythm,Katy Perry,en,pop,north-american,post-teen pop,female,477,0
The Drums (feat. Heather Victoria),Rapsody,en,rap,north-american,southern hip hop,female,630,0
Slip Away,Clarence Carter,en,rap,north-american,southern hip hop,male,174,0
"Bad Boy (feat. Beteo, ReTo & Siles)",Kubi Producent,pl,rap,european,trap,male,640,1
Sweet Home Alabama,Lynyrd Skynyrd,en,rock,north-american,classic rock,Group,230,0
Thursday - Nicky Romero Remix,Jess Glynne,en,pop,european,dance pop,female,418,0
Volta,As Bahias e a Cozinha Mineira,pt,latin,latino,tropical,Group,190,1
Here I Go Again - 20th Anniversary Remaster,Whitesnake,en,rock,european,classic rock,Group,349,0
Patek Water,Future,en,rap,north-american,gangster rap,male,1444,0
You're the Best Thing About Me,U2,en,pop,european,electropop,Group,277,0
Very Special,Wiz Khalifa,en,rap,north-american,southern hip hop,male,399,0
This Is 4 My,Silkk The Shocker,en,rap,north-american,southern hip hop,male,645,0
It's Supposed to Bubble,UGK,en,rap,north-american,southern hip hop,Group,372,0
FMLYHM,Seether,en,rock,north-american,hard rock,Group,329,0
Take Me to Your Heart,Michael Learns To Rock,en,rock,european,album rock,Group,284,0
Money Can't Buy You Love - Mo' Money/Soundtrack Version,Ralph Tresvant,en,r&b,north-american,new jack swing,male,518,0
"My Love (feat. Major Lazer, WizKid, Dua Lipa)",Wale,en,pop,north-american,electropop,male,425,0
Letting You Go,Bullet For My Valentine,en,rock,european,hard rock,Group,397,0
A Beautiful Lie - Acoustic,Thirty Seconds To Mars,en,latin,north-american,latin pop,Group,168,0
Hands All Over Mine,AMARI,en,edm,european,pop edm,Group,382,0
