song_title,artist,musical_genre,lyric_length,needs_translation,continent,gender,source
Exagerado,Arnaldo Antunes,,161,1,Latin America,Male,wasabi
No Siento Penas,Juanes,,214,1,Latin America,Male,wasabi
Mar E Lua,Simone,,133,1,Latin America,Female,wasabi
Herirte,Daniel Melero,,62,1,Latin America,Male,wasabi
Ahora,Pedro Aznar,,140,1,Latin America,Male,wasabi
Por Probar El Vino Y El Agua Salada,Juan Carlos Baglietto,,194,1,Latin America,Male,wasabi
Para Quererme Bien,Alejandro Lerner,,183,1,Latin America,Male,wasabi
El Abuelo,Alberto Cortez,,349,1,Latin America,Male,wasabi
Seguir Viviendo Sin Tu Amor,Luis Alberto Spinetta,,154,1,Latin America,Male,wasabi
Drume Negrita,Mercedes Sosa,,141,1,Latin America,Female,wasabi
Almagro,Carlos Gardel,,177,1,Latin America,Male,wasabi
De Nosotros Dos,Eduardo Mateo,,64,1,Latin America,Male,wasabi
Bim Bom,Bebel Gilberto,,206,0,Latin America,Female,wasabi
Cinderela Doida,Luka,,166,1,Latin America,Female,wasabi
Confesion,Carlos Gardel,,172,1,Latin America,Male,wasabi
Lamento,Tim Maia,,158,1,Latin America,Male,wasabi
Sou Humano,Bruna Karla,,342,1,Latin America,Female,wasabi
Don Carlos,Nacha Guevara,,200,1,Latin America,Female,wasabi
Media Luz En Paris,Juan Carlos Baglietto,,129,1,Latin America,Male,wasabi
O Careta,Roberto Carlos,,239,1,Latin America,Male,wasabi
Dor E Prata,Djavan,,106,1,Latin America,Male,wasabi
Ah!... Basta De Pensar,Luis Alberto Spinetta,,109,1,Latin America,Male,wasabi
Adios Muchachos,Carlos Gardel,,240,1,Latin America,Male,wasabi
No Quebradinho,Jackson Do Pandeiro,,98,1,Latin America,Male,wasabi
Sociedade Alternativa,Raul Seixas,,271,1,Latin America,Male,wasabi
Chuva,Luciana Souza,,40,1,Latin America,Female,wasabi
Sambassim,Fernanda Porto,,160,1,Latin America,Female,wasabi
"Se Quiere, Se Mata",Shakira,,362,1,Latin America,Female,wasabi
Ave Nossa,Gal Costa,,269,1,Latin America,Female,wasabi
Due,Renato Russo,,240,1,Latin America,Male,wasabi
Over The Rainbow,Rita Lee,,149,0,Latin America,Female,wasabi
Baby,Daniela Mercury,,130,1,Latin America,Female,wasabi
Conclusiones,Sergio Denis,,327,1,Latin America,Male,wasabi
Flores En El Mar,Jorge Drexler,,328,0,Latin America,Male,wasabi
Cigarra,Simone,,75,1,Latin America,Female,wasabi
Si Te Vas,Alejandro Lerner,,212,1,Latin America,Male,wasabi
Stand,Pedro Aznar,,130,1,Latin America,Male,wasabi
Conselhos,Marina Elali,,287,1,Latin America,Female,wasabi
Adrenalina,Luan Santana,,303,1,Latin America,Male,wasabi
The Reason,Danni Carlos,,236,0,Latin America,Female,wasabi
Clase De Amor,Juanes,,342,1,Latin America,Male,wasabi
Claroscuro,Pedro Aznar,,108,1,Latin America,Male,wasabi
Si Pudiera,Axel Fernando,,117,1,Latin America,Male,wasabi
"Bla, Bla",Daniela Herrero,,239,1,Latin America,Female,wasabi
Tonada Del Viejo Amor,Juan Carlos Baglietto,,121,1,Latin America,Male,wasabi
Puf,Def Rhymz,,547,1,Latin America,Male,wasabi
Cada Dia,Luca Prodan,,246,0,Latin America,Male,wasabi
Ao Vento,Luka,,70,1,Latin America,Female,wasabi
En Un Feca,Adriana Varela,,153,1,Latin America,Female,wasabi
Cantor De Mi Barrio,Roberto Goyeneche,,221,1,Latin America,Male,wasabi
Sozinho,Tim Maia,,131,1,Latin America,Male,wasabi
Eternidad,Abel Pintos,,160,1,Latin America,Male,wasabi
Los Caminos Del Viento,Skay Beilinson,,92,1,Latin America,Male,wasabi
Noites Brasileiras,Luiz Gonzaga,,52,1,Latin America,Male,wasabi
Sempre,Chico Buarque,,74,1,Latin America,Male,wasabi
Descansa En Mis Brazos,Daniel Melero,,73,1,Latin America,Male,wasabi
Tempos Modernos,Lulu Santos,,247,1,Latin America,Male,wasabi
Nada Se Compara A Ti (Con Franco De Vita),Carlos Baute,,278,1,Latin America,Male,wasabi
La Copia Feliz,Nano Stern,,29,1,Latin America,Male,wasabi
Usame,Alberto Cortez,,233,1,Latin America,Male,wasabi
"Paranoia, Blues Candy",Boom Boom Kid,,207,0,Latin America,Male,wasabi
Por Este Amor,Roberto Goyeneche,,125,1,Latin America,Male,wasabi
Go On,Kevin Johansen,,177,0,Latin America,Male,wasabi
Demasiado Fuerte,Alexandre Pires,,273,1,Latin America,Male,wasabi
Mandei Avisar,Gabriel O Pensador,,410,1,Latin America,Male,wasabi
Milonga Del Solitario,Atahualpa Yupanqui,,245,1,Latin America,Male,wasabi
Panacea,Luis Alberto Spinetta,,98,1,Latin America,Male,wasabi
El Pecado,Amanda Miguel,,177,1,Latin America,Female,wasabi
La Vida...Es Un Ratico,Juanes,,336,1,Latin America,Male,wasabi
Samba Meu,Maria Rita,,144,1,Latin America,Female,wasabi
Bolero Blues,Chico Buarque,,134,1,Latin America,Male,wasabi
Eu Quero Chamegar,Alcione,,118,1,Latin America,Female,wasabi
Cantar,Paula Toller,,72,1,Latin America,Female,wasabi
Jeca Total,Gilberto Gil,,146,1,Latin America,Male,wasabi
Mi Medicina,Carlos Baute,,166,1,Latin America,Male,wasabi
Essa Voz,Milton Nascimento,,136,1,Latin America,Male,wasabi
La Despedida,Alejandro Lerner,,264,1,Latin America,Male,wasabi
Tennessee Waltz,Almir Sater,,77,0,Latin America,Male,wasabi
Samba Da Minha Terra,Dorival Caymmi,,275,1,Latin America,Male,wasabi
Ocho Cuarenta,Rodrigo,,433,1,Latin America,Male,wasabi
Hay Que Ver,Alberto Cortez,,206,1,Latin America,Male,wasabi
O Delegado No Coco,Luiz Gonzaga,,203,1,Latin America,Male,wasabi
Guitarra De Pobre,Atahualpa Yupanqui,,122,1,Latin America,Male,wasabi
Um Bom Livro,Xuxa,,171,1,Latin America,Female,wasabi
Dulce Brillo,Eduardo Mateo,,95,1,Latin America,Male,wasabi
Te Quiero Igual,Kevin Johansen,,203,1,Latin America,Male,wasabi
Course Of Life,Andre Matos,,158,0,Latin America,Male,wasabi
Estrada De Santana,Fagner,,143,1,Latin America,Male,wasabi
Desfigurado,Cartola,,73,1,Latin America,Male,wasabi
"When I Love, I Love",Carmen Miranda,,298,0,Latin America,Female,wasabi
O Sopro Da Cigarra,Gabriel O Pensador,,75,1,Latin America,Male,wasabi
Obrigada,Alcione,,201,1,Latin America,Female,wasabi
Samba Do Ziriguidum,Jackson Do Pandeiro,,235,1,Latin America,Male,wasabi
Nunca Me Fui (De Chiquita),Soledad,,299,1,Latin America,Female,wasabi
Lembrar De Mim,Armandinho,,265,1,Latin America,Male,wasabi
Callejero,Alberto Cortez,,220,1,Latin America,Male,wasabi
Acai,Djavan,,230,1,Latin America,Male,wasabi
Who Needs Forever?,Astrud Gilberto,,103,0,Latin America,Female,wasabi
En La Madrugada,Julio Sosa,,170,1,Latin America,Male,wasabi
Las Cosas Tienen Movimiento,Juan Carlos Baglietto,,130,1,Latin America,Male,wasabi
"Do Your Thing, Behave Yourself",Tim Maia,,221,0,Latin America,Male,wasabi
Mar E Sol,Gal Costa,,216,1,Latin America,Female,wasabi
Fora Da Lei,Ed Motta,,101,1,Latin America,Male,wasabi
Maluco Beleza,Raul Seixas,,174,1,Latin America,Male,wasabi
Misty Roses,Astrud Gilberto,,104,0,Latin America,Female,wasabi
Saco Cheio,Maria Rita,,72,1,Latin America,Female,wasabi
Puerto Madero,Kevin Johansen,,201,0,Latin America,Male,wasabi
Serrote Agudo,Luiz Gonzaga,,150,1,Latin America,Male,wasabi
Te Quise,Camila Moreno,,130,1,Latin America,Female,wasabi
Si,Sergio Denis,,284,1,Latin America,Male,wasabi
No Me Quites Tu Amor,Ricardo Montaner,,117,1,Latin America,Male,wasabi
Viejo Smoking,Carlos Gardel,,231,1,Latin America,Male,wasabi
Vaya Una Vida,Juan Carlos Baglietto,,200,1,Latin America,Male,wasabi
Alvorada,Clara Nunes,,65,1,Latin America,Female,wasabi
Milonga Paraguaya,Jorge Drexler,,154,1,Latin America,Male,wasabi
Paz E Arroz,Jorge Ben,,248,1,Latin America,Male,wasabi
Navegante,Eduardo Gatti,,230,1,Latin America,Male,wasabi
Sin Testigos,Luciano Pereyra,,139,1,Latin America,Male,wasabi
Papai Noel Existe,Xuxa,,290,1,Latin America,Female,wasabi
Garganta Con Arena,Soledad,,176,1,Latin America,Female,wasabi
Festa,Xuxa,,459,1,Latin America,Female,wasabi
Ven Conmigo,Diomedes Diaz,,457,1,Latin America,Male,wasabi
Tu Seras La Historia De Mi Vida,Shakira,,309,1,Latin America,Female,wasabi
Las Nanas De La Cebolla,Alberto Cortez,,304,1,Latin America,Male,wasabi
Deixa Acontecer,Toquinho,,88,1,Latin America,Male,wasabi
Ni Hables,Luis Alberto Spinetta,,125,1,Latin America,Male,wasabi
Samba Dobrado,Djavan,,75,1,Latin America,Male,wasabi
Tengo,Franco De Vita,,227,1,Latin America,Male,wasabi
Magia,Djavan,,69,1,Latin America,Male,wasabi
"Teddy, O Polvo",Xuxa,,234,1,Latin America,Female,wasabi
Sombras,Alberto Cortez,,84,1,Latin America,Male,wasabi
Bang Bang 2,Ana Carolina,,272,1,Latin America,Female,wasabi
Chau,Adriana Varela,,101,1,Latin America,Female,wasabi
As Ilhas,Ney Matogrosso,,147,1,Latin America,Male,wasabi
"Cuatro Brazos, Cuatro Piernas",Fabiana Cantilo,,298,1,Latin America,Female,wasabi
Bonita,Gal Costa,,127,0,Latin America,Female,wasabi
Es La Lluvia Que Cae,Sergio Denis,,186,1,Latin America,Male,wasabi
Tango Italiano,Elis Regina,,141,1,Latin America,Female,wasabi
Se Vira,Latino,,270,1,Latin America,Male,wasabi
Rock With You,Fernanda Abreu,,259,0,Latin America,Female,wasabi
Duerme Negrito,Atahualpa Yupanqui,,130,1,Latin America,Male,wasabi
Lloraras,Carlos Baute,,291,1,Latin America,Male,wasabi
Chega De Saudade,Antonio Carlos Jobim,,243,1,Latin America,Male,wasabi
Cuando Voy Al Trabajo,Mercedes Sosa,,183,1,Latin America,Female,wasabi
"Eu Te Amo, Te Amo, Te Amo",Roberto Carlos,,216,1,Latin America,Male,wasabi
Onda,Emmanuel Horvilleur,,176,1,Latin America,Male,wasabi
Garota De Ipanema,Marina Lima,,155,1,Latin America,Female,wasabi
Tengo,Roberto Goyeneche,,123,1,Latin America,Male,wasabi
Doce De Coco,Luciana Souza,,149,1,Latin America,Female,wasabi
Sapato 36,Raul Seixas,,252,1,Latin America,Male,wasabi
Verdadeiro Adorador,Cristina Mel,,234,1,Latin America,Female,wasabi
Hoy Me Voy,Juanes,,294,1,Latin America,Male,wasabi
La Funa,Joe Vasconcellos,,197,1,Latin America,Male,wasabi
Para Ver As Meninas,Teresa Cristina,,89,1,Latin America,Female,wasabi
Faca De Ponta,Alcione,,118,1,Latin America,Female,wasabi
En Esta Tarde Gris,Julio Sosa,,196,1,Latin America,Male,wasabi
Menina Do Vestido Coral,Jorge Ben,,166,1,Latin America,Male,wasabi
Mundo Jovem,Negra Li,,413,1,Latin America,Female,wasabi
Essa Fase Vai Passar,Cristina Mel,,120,1,Latin America,Female,wasabi
Aquele Plano Para Me Esquecer,Simone,,56,1,Latin America,Female,wasabi
Malena,Adriana Varela,,182,1,Latin America,Female,wasabi
No Seas Cruel,Jorge Rojas,,146,1,Latin America,Male,wasabi
A Ilha,Djavan,,92,1,Latin America,Male,wasabi
La Noche,Juanes,,179,1,Latin America,Male,wasabi
Estranha Loucura,Alcione,,329,1,Latin America,Female,wasabi
Margarita Gauthier,Roberto Goyeneche,,225,1,Latin America,Male,wasabi
Del Norte Vengo Maruca,Violeta Parra,,80,1,Latin America,Female,wasabi
Bajo El Azote Del Sol,Mercedes Sosa,,100,1,Latin America,Female,wasabi
Gambiarra,Lulu Santos,,73,1,Latin America,Male,wasabi
Pelo Telefone,Joyce,,139,1,Latin America,Female,wasabi
Empurra-Empurra,Ivete Sangalo,,78,1,Latin America,Female,wasabi
Everything Is (Falling Into Place),Kevin Johansen,,204,0,Latin America,Male,wasabi
La Vieja Sara,Carlos Vives,,206,1,Latin America,Male,wasabi
Tras De Ti,Eduardo Mateo,,73,1,Latin America,Male,wasabi
Entre A Mi Pago Sin Golpear,Peteco Carabajal,,189,1,Latin America,Male,wasabi
A Las Doce Menos Diez,Carlos Vives,,414,1,Latin America,Male,wasabi
Debo Cambiar De Amor,Ricardo Montaner,,164,1,Latin America,Male,wasabi
Amor De Verano,Sergio Denis,,143,1,Latin America,Male,wasabi
Blues Del Perro,Pappo,,132,1,Latin America,Male,wasabi
Al Compas Del Corazon,Julio Sosa,,135,1,Latin America,Male,wasabi
Cima Del Cielo,Ricardo Montaner,,145,1,Latin America,Male,wasabi
O Chamado,Marina Lima,,170,1,Latin America,Female,wasabi
El Amor Desolado,Alberto Cortez,,167,1,Latin America,Male,wasabi
El Baul De Los Recuerdos,Coti,,213,1,Latin America,Male,wasabi
Lloras,Ricardo Montaner,,138,1,Latin America,Male,wasabi
Arrepentida,Fonseca,,261,1,Latin America,Male,wasabi
Otra Piel,Gustavo Cerati,,124,1,Latin America,Male,wasabi
O Grande Chefe,Ivete Sangalo,,80,1,Latin America,Female,wasabi
Nascente,Beto Guedes,,35,1,Latin America,Male,wasabi
Tatu Bom De Bola (The Official 2014 Fifa World Cup Mascot Song),Arlindo Cruz,,191,1,Latin America,Male,wasabi
Tributo A Booker Pittman,Tim Maia,,126,0,Latin America,Male,wasabi
Santiago Cruz - Baja La Guardia,Santiago Cruz,,332,1,Latin America,Male,wasabi
O Trenzinho Do Caipira,Adriana Calcanhotto,,65,1,Latin America,Female,wasabi
Georgia E Jorge,Jorge Ben,,116,1,Latin America,Male,wasabi
Zambi,Edu Lobo,,183,1,Latin America,Male,wasabi
El Hombre Suburbano,Pappo,,92,1,Latin America,Male,wasabi
Sem Teu Carinho,Erasmo Carlos,,84,1,Latin America,Male,wasabi
When All Hope Is Gone,Tiago Iorc,,134,0,Latin America,Male,wasabi
Cruzada,Beto Guedes,,167,1,Latin America,Male,wasabi
Cordoba Norte,Atahualpa Yupanqui,,147,1,Latin America,Male,wasabi
Golondrina,Carlos Gardel,,230,1,Latin America,Male,wasabi
Alma Do Teu Corpo,Guilherme Arantes,,76,1,Latin America,Male,wasabi
Le Tengo Rabia Al Silencio,Atahualpa Yupanqui,,106,1,Latin America,Male,wasabi
Vai,Bruna Karla,,281,1,Latin America,Female,wasabi
La Francisca,Eduardo Gatti,,181,1,Latin America,Male,wasabi
Valor,Natalia Oreiro,,108,1,Latin America,Female,wasabi
...Das Rosas,Dorival Caymmi,,162,1,Latin America,Male,wasabi
Sobrevivientes,Sandra Mihanovich,,143,1,Latin America,Female,wasabi
Balada Para Un Loco,Roberto Goyeneche,,419,1,Latin America,Male,wasabi
Norma Jean,Jorge Ben,,91,1,Latin America,Male,wasabi
Tributo A Martin Luther King,Wilson Simonal,,93,1,Latin America,Male,wasabi
Porque Te Amo,MC Marcinho,,162,1,Latin America,Male,wasabi
Dolcissima Maria,Renato Russo,,99,1,Latin America,Male,wasabi
Hydra,Pedro Aznar,,169,1,Latin America,Male,wasabi
El Pintor,Atahualpa Yupanqui,,107,1,Latin America,Male,wasabi
Eu Te Achei,Gusttavo Lima,,90,1,Latin America,Male,wasabi
Sulky,Gustavo Cerati,,99,1,Latin America,Male,wasabi
Tanz Noch Einmal Mit Mir,Semino Rossi,,117,1,Latin America,Male,wasabi
Improvisado,Joyce,,217,1,Latin America,Female,wasabi
Flor Do Cerrado,Gal Costa,,238,1,Latin America,Female,wasabi
Luces Para Mi,Soledad,,199,1,Latin America,Female,wasabi
Esa Tal Libertad,Alexandre Pires,,172,1,Latin America,Male,wasabi
Dois Beijinhos,Seu Jorge,,167,1,Latin America,Male,wasabi
August Day Song,Bebel Gilberto,,316,0,Latin America,Female,wasabi
Permiso De Volar,Alejandro Lerner,,215,1,Latin America,Male,wasabi
Menino Do Calabar,Alcione,,174,1,Latin America,Female,wasabi
Alguien La Vio Partir,Diego Torres,,213,1,Latin America,Male,wasabi
Pra Ela Voltar,Nando Reis,,196,1,Latin America,Male,wasabi
Odara,Lulu Santos,,308,1,Latin America,Male,wasabi
Aleluia,Edu Lobo,,132,1,Latin America,Male,wasabi
Corcovado,Gal Costa,,72,1,Latin America,Female,wasabi
Rayo De Luz,Javier Calamaro,,102,1,Latin America,Male,wasabi
Nega,Marcelo D2,,379,1,Latin America,Male,wasabi
Vals Del Minuto,Nacha Guevara,,388,1,Latin America,Female,wasabi
Pa' Lo Que Te Va A Durar,Adriana Varela,,175,1,Latin America,Female,wasabi
Papel Reclame,Clementina De Jesus,,57,1,Latin America,Female,wasabi
Peito Vazio,Cartola,,121,1,Latin America,Male,wasabi
Casualidad,Nano Stern,,161,1,Latin America,Male,wasabi
Because,Pedro Aznar,,58,0,Latin America,Male,wasabi
Obrigado Bateria,Alcione,,96,1,Latin America,Female,wasabi
De Ladinho,Ivete Sangalo,,357,1,Latin America,Female,wasabi
A Rosa,Djavan,,502,1,Latin America,Male,wasabi
Sin Saber Que Me Espera,Diomedes Diaz,,321,1,Latin America,Male,wasabi
Hard Ears,Natural Black,,729,0,Latin America,Male,wasabi
Mi Primera Cana,Diomedes Diaz,,204,1,Latin America,Male,wasabi
Amores Imperfectos,Gian Marco,,214,1,Latin America,Male,wasabi
Amor De Roca,Ricardo Montaner,,137,1,Latin America,Male,wasabi
Pobre Gallo Bataraz,Carlos Gardel,,171,1,Latin America,Male,wasabi
Los Hermanos,Mercedes Sosa,,218,1,Latin America,Female,wasabi
Baby,Rita Lee,,107,1,Latin America,Female,wasabi
Visiones De Campo,Carca,,73,1,Latin America,Male,wasabi
Deixe A Menina,Chico Buarque,,230,1,Latin America,Male,wasabi
"As Veces Tu, As Veces Yo",Alexandre Pires,,142,1,Latin America,Male,wasabi
Zamba Del Chaguanco,Mercedes Sosa,,196,1,Latin America,Female,wasabi
Pretty Pink Rose,Adrian Belew,,339,0,North America,Male,wasabi
Diamonds,Amy Diamond,,181,0,Europe,Female,wasabi
I Care 4 U,Aaliyah,,342,0,North America,Female,wasabi
Run Cried The Crawling,Agnes Obel,,230,0,Europe,Female,wasabi
Get Back (ASAP),Alexandra Stan,,320,0,Europe,Female,wasabi
Jane Doe,Alicia Keys,,829,0,North America,Female,wasabi
Moscow Girl,Ali Love,,169,0,Europe,Male,wasabi
Creep,Aaron Lewis,,467,0,North America,Male,wasabi
Recondita Armonia,Andrea Bocelli,,59,1,Europe,Male,wasabi
Bugatti,Ace Hood,,837,0,North America,Male,wasabi
Algo (Something),Ana Gabriel,,90,1,North America,Female,wasabi
Halftime,Amy Winehouse,,240,0,Europe,Female,wasabi
Paradis,Alain Chamfort,,155,1,Europe,Male,wasabi
All My People,Alexandra Stan,,373,0,Europe,Female,wasabi
Get Off My Cloud,Alexis Korner,,318,0,Europe,Male,wasabi
Cry Me A River,Aaron Neville,,175,0,North America,Male,wasabi
Rolling Stock (Reprise),Andrew Lloyd Webber,,227,0,Europe,Male,wasabi
First Song,Andrew Bird,,245,0,North America,Male,wasabi
Les Mots Bleus,Alain Bashung,,268,1,Europe,Male,wasabi
Avec Le Temps,Alain Bashung,,318,1,Europe,Male,wasabi
Butterflyz,Alicia Keys,,337,0,North America,Female,wasabi
Jean,Aaron Freeman,,146,0,North America,Male,wasabi
No. 1,Adrian Stern,,363,1,Europe,Male,wasabi
Party Boy,Alanis Morissette,,402,0,North America,Female,wasabi
Ballantines,Aimee Mann,,214,0,North America,Female,wasabi
Le Bateau Mouche,Alain Souchon,,241,1,Europe,Male,wasabi
Nobody,Amy Studt,,232,0,Europe,Female,wasabi
Palais Royal,Alain Chamfort,,172,1,Europe,Male,wasabi
The Story Never Ends,Aaron Lewis,,315,0,North America,Male,wasabi
"Feeling U, Feeling Me (Interlude)",Alicia Keys,,57,0,North America,Female,wasabi
Lets Do It (Lets Fall In Love),Alanis Morissette,,272,0,North America,Female,wasabi
Lucy In The Sky With Diamonds,Aimee Mann,,197,0,North America,Female,wasabi
Princes Familiar,Alanis Morissette,,220,0,North America,Female,wasabi
Is This Love?,Alison Moyet,,230,0,Europe,Female,wasabi
Core 'ngrato,Andrea Bocelli,,159,1,Europe,Male,wasabi
Both Hands,Ani DiFranco,,315,0,North America,Female,wasabi
The Carmichaels,Al Stewart,,207,0,Europe,Male,wasabi
MX Missiles,Andrew Bird,,296,0,North America,Male,wasabi
Volatile,Alain Chamfort,,111,1,Europe,Male,wasabi
Lift Your Spirit,Aloe Blacc,,434,0,North America,Male,wasabi
Leva-Me Aos Fados,Ana Moura,,147,1,Europe,Female,wasabi
He Can Only Hold Her,Amy Winehouse,,191,0,Europe,Female,wasabi
If I Needed You,Andrew Bird,,145,0,North America,Male,wasabi
Slow Down,Alicia Keys,,327,0,North America,Female,wasabi
Blues In The Night,Ann Hampton Callaway,,261,0,North America,Female,wasabi
That I Would Be Good,Alanis Morissette,,170,0,North America,Female,wasabi
Caught Dreaming,Andy Mineo,,419,0,North America,Male,wasabi
Caso Arrumado,Ana Moura,,177,1,Europe,Female,wasabi
"Not A Robot, But A Ghost",Andrew Bird,,250,0,North America,Male,wasabi
"Signe De Vie, Signe DAmour",Alain Chamfort,,155,1,Europe,Male,wasabi
2 Young 2 Die,Ace Frehley,,272,0,North America,Male,wasabi
Toys,Ace Frehley,,184,0,North America,Male,wasabi
Dear Head On The Wall,Alejandro Escovedo,,126,0,North America,Male,wasabi
Ticking Bomb,Aloe Blacc,,302,0,North America,Male,wasabi
"Mine, Mine, Mine",Alan Menken,,411,0,North America,Male,wasabi
Nomenclature,Andrew Bird,,120,0,North America,Male,wasabi
Bring It On,Alistair Griffin,,260,0,Europe,Male,wasabi
She Belongs To Me,Alain Bashung,,212,0,Europe,Male,wasabi
You Do,Aimee Mann,,165,0,North America,Female,wasabi
Ray,Aimee Mann,,264,0,North America,Female,wasabi
Lucette Et Lucie,Alain Chamfort,,307,1,Europe,Male,wasabi
Light My Fire,Al Green,,198,0,North America,Male,wasabi
Poison Prince,Amy Macdonald,,245,0,Europe,Female,wasabi
Lazy Projector,Andrew Bird,,238,0,North America,Male,wasabi
Somerset Maugham,Alain Souchon,,198,1,Europe,Male,wasabi
Broadway Hotel,Al Stewart,,229,0,Europe,Male,wasabi
Empty Chairs At Empty Tables,Alfie Boe,,171,0,Europe,Male,wasabi
"Madona, Madona",Alain Chamfort,,310,1,Europe,Male,wasabi
Lover Come Back To Me,Ann Hampton Callaway,,182,0,North America,Female,wasabi
Ingemisco,Andrea Bocelli,,71,1,Europe,Male,wasabi
The Bells,Aaron Neville,,159,0,North America,Male,wasabi
Zimy Czas,Anita Lipnicka,,182,1,Europe,Female,wasabi
Swallows Of San Juan,Alejandro Escovedo,,235,0,North America,Male,wasabi
Paskutinio Mamuto Daina,Alina Orlova,,105,1,Europe,Female,wasabi
True Believer,Aimee Mann,,187,0,North America,Female,wasabi
How It Feels To Fly,Alicia Keys,,346,0,North America,Female,wasabi
Seasons Change,Anastacia,,434,0,North America,Female,wasabi
Les Jours De Moisson,Alain Chamfort,,155,1,Europe,Male,wasabi
Hijo De La Luna,Ana Torroja,,284,1,Europe,Female,wasabi
Get Me Through December,Alison Krauss,,262,0,North America,Female,wasabi
