artist,song_title,gender,ethnicity,lyrics_source
Allison Crowe,Silent Night,Female,North America,genius
Andrew Bird,Anonanimal,Male,North America,genius
Ace Frehley,Starship,Male,North America,genius
Anastacia,One Day In Your Life,Female,North America,genius
Andrea Bocelli,Panis Angelicus,Male,Europe,genius
Alejandro Escovedo,Nuns Song,Male,North America,genius
Ani DiFranco,Both Hands,Female,North America,genius
Alejandro Escovedo,Broken Bottle,Male,North America,genius
Anastacia,Never Gonna Love Again,Female,North America,genius
Action Bronson,Baby Blue,Male,North America,genius
Andrea Bocelli,Piscatore 'e Pusilleco,Male,Europe,genius
Andy McKee,Africa,Male,North America,genius
Amy Studt,Gonna Be Fine,Female,Europe,genius
Andrew Lloyd Webber,Lammastide,Male,Europe,genius
Alain Chamfort,Palais Royal,Male,Europe,genius
Andreas Gabalier,Amoi Seg' Ma Uns Wieder,Male,Europe,genius
Alejandro Escovedo,Wedding Day,Male,North America,genius
Algebra,1 Thing,Female,Europe,genius
Al Jolson,Liza,Male,Europe,genius
Alejandro Escovedo,Across The River,Male,North America,genius
Ani DiFranco,My Name Is Lisa Kalvelage,Female,North America,genius
Andrea Bocelli,Mille Cherubini In Coro,Male,Europe,genius
Afrojack,Too Wild,Male,Europe,genius
Aimee Mann,Gumby,Female,North America,genius
Aimee Mann,Barfly,Female,North America,genius
Andre Matos,Separate Ways (Worlds Apart),Male,North America,genius
Angelzoom,These Arms Of Mine,Female,Europe,genius
Ace Frehley,Sister,Male,North America,genius
A$AP Rocky,Fuckin' Problems,Male,North America,genius
Adam Levy,Love Me Tender,Female,North America,genius
Al Jarreau,Teach Me Tonight,Male,North America,genius
Alison Moyet,Stay,Female,Europe,genius
Alain Chamfort,"Laide, Jolie Laide",Male,Europe,genius
Anita Lipnicka,Aqua Blue,Female,Europe,genius
Alina Orlova,Lijo,Female,Europe,genius
Adam Ant,Beat My Guest,Male,Europe,genius
Allan Edwall,Kom,Male,Europe,genius
Andrea Bocelli,Cielo E Mar!,Male,Europe,genius
Amy Sky,Wall Against The Waters,Female,North America,genius
Alanis Morissette,Doth I Protest Too Much,Female,North America,genius
Aloe Blacc,I Need A Dollar,Male,North America,genius
Al Green,For The Good Times,Male,North America,genius
Aaron Neville,Morning Has Broken,Male,North America,genius
Ani DiFranco,Shameless,Female,North America,genius
Alina Orlova,Nojus,Female,Europe,genius
Alan Sorrenti,A Te Che Dormi,Male,Europe,genius
Andrew Bird,Tenuousness,Male,North America,genius
Abie Rotenberg,Mama Rochel,Male,North America,genius
Anastacia,Freak Of Nature,Female,North America,genius
Alain Chamfort,Plus Douce Sera La Chute,Male,Europe,genius
Akon,Who Dat Girl,Male,North America,genius
Amanda Seyfried,I Have A Dream,Female,North America,genius
Anastacia,The Way I See It,Female,North America,genius
Alan Stivell,Ne Bado Ket Atao,Male,Europe,genius
Alanis Morissette,Jealous,Female,North America,genius
Al Martino,If I Loved You,Male,North America,genius
Al Stewart,Lord Grenville,Male,Europe,genius
Amy Winehouse,To Know Him Is To Love Him,Female,Europe,genius
Afrob,Ambaciata,Male,Europe,genius
Alicia Keys,Butterflyz,Female,North America,genius
Adrian Belew,Thela Hun Ginjeet,Male,North America,genius
Ani DiFranco,Both Hands,Female,North America,genius
A Fine Frenzy,Almost Lover,Female,North America,genius
Adele,Rolling In The Deep,Female,Europe,genius
Amy Speace,Hesitate,Female,North America,genius
Alain Chamfort,Notre Histoire,Male,Europe,genius
Ace Frehley,Give It To Me Anyway,Male,North America,genius
Alan Menken,God Help The Outcasts,Male,North America,genius
Amanda Palmer,Dear Daily Mail,Female,North America,genius
Afrojack,The Spark,Male,Europe,genius
Aaron Neville,I Saw The Light,Male,North America,genius
Andreas Johnson,Glorious,Male,Europe,genius
Alicia Keys,Stolen Moments,Female,North America,genius
Al Jarreau,Teach Me Tonight,Male,North America,genius
Aaron Neville,Tell It Like It Is,Male,North America,genius
Ani DiFranco,Jukebox,Female,North America,genius
Aimee Mann,All Over Now,Female,North America,genius
Aimee Mann,Just Like Anyone,Female,North America,genius
Alain Chamfort,Manureva,Male,Europe,genius
Alicia Keys,People Get Ready,Female,North America,genius
Andrea Bocelli,Adeste Fideles,Male,Europe,genius
Alicia Keys,Karma,Female,North America,genius
Amanda Seyfried,Lay All Your Love On Me,Female,Europe,genius
Aaliyah,If Your Girl Only Knew,Female,North America,genius
Active Child,When Your Love Is Safe,Male,North America,genius
Aaliyah,We Need A Resolution,Female,North America,genius
Aaliyah,Read Between The Lines,Female,North America,genius
Andrew Bird,When That Helicopter Comes,Male,North America,genius
Andy Abraham,Hang Up,Male,Europe,genius
Alina Orlova,Ramuma,Female,Europe,genius
Al Stewart,Pretty Golden Hair,Male,Europe,genius
Andrew Lloyd Webber,All I Ask Of You (Reprise),Male,Europe,genius
Alison Krauss,I Will,Male,North America,genius
Alanis Morissette,Right Through You,Female,North America,genius
Aaron Neville,The Ten Commandments Of Love,Male,North America,genius
Aimee Mann,Susan,Female,North America,genius
Anastacia,I Can Feel You,Female,North America,genius
Al Green,Take Me To The River,Male,North America,genius
Alison Krauss,I Will,Male,North America,genius
Alicia Keys,No One,Female,North America,genius
Alison Krauss,Baby Mine,Female,North America,genius
Aaron Neville,You Never Can Tell,Male,North America,genius
Alejandro Escovedo,Died A Little Today,Male,North America,genius
Achim Reichel,Aloha Heja He,Male,Europe,genius
Adam Ant,Ant Rap,Male,Europe,genius
Alanis Morissette,Sympathetic Character,Female,North America,genius
Alanis Morissette,Spineless,Female,North America,genius
Anastacia,Same Song,Female,North America,genius
Al Jolson,Liza,Male,Europe,genius
Al B. Sure!,Killing Me Softly,Male,North America,genius
Alain Chamfort,Paradis,Male,Europe,genius
Allison Crowe,The First Noel,Female,North America,genius
Aimee Allen,Cooties,Female,North America,genius
Amy Winehouse,Will You Still Love Me Tomorrow?,Female,Europe,genius
Andrea Bocelli,Cujus Animam,Male,Europe,genius
Aaliyah,More Than A Woman,Female,North America,genius
Alanis Morissette,These R The Thoughts,Female,North America,genius
Alan Parsons,Three Of Me,Male,Europe,genius
Alexandra Burke,Let It Go,Female,Europe,genius
Andy Williams,Somewhere,Male,North America,genius
Alanis Morissette,These Are The Thoughts,Female,North America,genius
Alanis Morissette,Walk Away,Female,North America,genius
Alanis Morissette,Are You Still Mad,Female,North America,genius
Amy Grant,Every Heartbeat,Female,North America,genius
Andrea Bocelli,Canto Della Terra,Male,Europe,genius
Angelzoom,Blasphemous Rumours,Female,Europe,genius
Angel Olsen,Always Half Strange,Female,North America,genius
Andrew Bird,Hole In The Ocean Floor,Male,North America,genius
Amy Grant,Baby Baby (Heart In Motion Mix),Female,North America,genius
Aaron Carter,Life Is A Party,Male,North America,genius
Alicia Keys,Fallin',Female,North America,genius
A$AP Rocky,1 Train,Male,North America,genius
Alain Chamfort,Bambou,Male,Europe,genius
Andrea Bocelli,La Dolcissima Effigie,Male,Europe,genius
Adrian Belew,Thela Hun Ginjeet,Male,North America,genius
Al Jarreau,Lean On Me,Male,North America,genius
Adele,Hometown Glory,Female,Europe,genius
Alain Souchon,Foule Sentimentale,Male,Europe,genius
Andrea Bocelli,Adeste Fideles,Male,Europe,genius
Alicia Keys,Try Sleeping With A Broken Heart,Female,North America,genius
Aaliyah,Got To Give It Up,Female,North America,genius
Adele,Skyfall,Female,Europe,genius
Alain Souchon,Memphis Tennessee,Male,Europe,genius
Alain Chamfort,"Signe De Vie, Signe DAmour",Male,Europe,genius
Amy Speace,Lullabye Under The Willow,Female,North America,genius
Allan Edwall,Sommarvisa,Male,Europe,genius
Alan Parsons,The Raven,Male,Europe,genius
Allison Crowe,Angel,Female,North America,genius
Alanis Morissette,Uninvited,Female,North America,genius
Alicia Keys,The Life,Female,North America,genius
Alanis Morissette,All I Really Want,Female,North America,genius
Alain Chamfort,Les Jours De Moisson,Male,Europe,genius
Andrew Bird,Measuring Cups,Male,North America,genius
Amy Studt,All I Wanna Do,Female,Europe,genius
Alejandro Escovedo,Pissed Off 2AM,Male,North America,genius
Aaron Lewis,Country Boy,Male,North America,genius
Alan Parsons,Limelight,Male,Europe,genius
Ana Gabriel,Algo (Something),Female,North America,genius
Ace Frehley,A Little Below The Angels,Male,North America,genius
Andrew Bird,Effigy,Male,North America,genius
Aaron Neville,Cry Me A River,Male,North America,genius
Aimee Mann,Driving Sideways,Female,North America,genius
Aimee Mann,Soon Enough,Female,North America,genius
Andy Griggs,I Need You Tonight,Male,North America,genius
Andrea Bocelli,Cielo E Mar!,Male,Europe,genius
Andrew Lloyd Webber,As If We Never Said Goodbye,Male,Europe,genius
Ace Frehley,Reckless,Male,North America,genius
Aaliyah,More Than A Woman,Female,North America,genius
Al Jarreau,Your Song,Male,North America,genius
Alanis Morissette,Everything,Female,North America,genius
Alanis Morissette,Head Over Feet,Female,North America,genius
Aaron Neville,Morning Has Broken,Male,North America,genius
Alejandro Escovedo,Sometimes,Male,North America,genius
Alanis Morissette,Uninvited,Female,North America,genius
Alain Souchon,Pardon,Male,Europe,genius
Andrea Bocelli,Mille Cherubini In Coro,Male,Europe,genius
Andrea Bocelli,Adeste Fideles,Male,Europe,genius
Aaliyah,I Care 4 U,Female,North America,genius
Alanis Morissette,All I Really Want,Female,North America,genius
Amanda Seyfried,Honey Honey,Female,North America,genius
Aaron Neville,Betcha By Golly Wow,Male,North America,genius
Alain Chamfort,Manureva,Male,Europe,genius
Alejandro Escovedo,The Boxing Mirror,Male,North America,genius
Alanis Morissette,Out Is Through,Female,North America,genius
Andrew Bird,Lull,Male,North America,genius
Alanis Morissette,Superman,Female,North America,genius
Amy Grant,Ask Me,Female,North America,genius
Alain Chamfort,Les Majorettes,Male,Europe,genius
Alina Orlova,Vaiduokliai,Female,Europe,genius
Alain Chamfort,Le Grand Retour,Male,Europe,genius
Alicia Keys,Troubles,Female,North America,genius
Alanis Morissette,Doth I Protest Too Much,Female,North America,genius
Anita Meyer,Against All Odds,Female,Europe,genius
Aaron Neville,I Need You,Female,North America,genius
Andrea Bocelli,"Addio, Fiorito Asil",Male,Europe,genius
Allan Edwall,Du Och Jag,Male,Europe,genius
Alejandro Escovedo,Notes On Air,Male,North America,genius
Angel Olsen,The Sky Opened Up,Female,North America,genius
Adele,One And Only,Female,Europe,genius
Alanis Morissette,Woman Down,Female,North America,genius
Aaliyah,One In A Million,Female,North America,genius
Alain Souchon,Pardon,Male,Europe,genius
Al Jolson,Some Enchanted Evening,Male,Europe,genius
Andreas Bourani,Auf Uns,Male,Europe,genius
Alicia Myers,I Want To Thank You,Female,North America,genius
Alan Parsons,The Three Of Me,Male,Europe,genius
Afroman,Tumbleweed,Male,North America,genius
Alice Faye,Never In A Million Years,Female,North America,genius
Andrew Bird,Eyeoneye,Male,North America,genius
Ani DiFranco,Amazing Grace,Female,North America,genius
Allison Crowe,Me And Bobby McGee,Female,North America,genius
Amy Studt,Carry Me Away,Female,Europe,genius
Alain Chamfort,Les Majorettes,Male,Europe,genius
Ace Frehley,Wiped-Out,Male,North America,genius
Andrew Gold,How Can This Be Love,Male,North America,genius
Aimee Mann,Just Like Anyone,Female,North America,genius
Andru Donalds,Just For One Day,Male,North America,genius
Ani DiFranco,32 Flavors,Female,North America,genius
Aaron Neville,People Get Ready,Male,North America,genius
Andy Williams,Moon River,Male,North America,genius
Amanda Palmer,Vegemite (The Black Death),Female,North America,genius
Adriana Varela,En Un Feca,Female,North America,genius
Alison Moyet,You Got Me Wrong,Female,Europe,genius
Alison Moyet,God Give Me Strength,Female,Europe,genius
Amy Sky,Til You Love Somebody,Female,North America,genius
Andrew Bird,Banking On A Myth,Male,North America,genius
Aaron Neville,Even If My Heart Would Break,Male,North America,genius
Aaliyah,More Than A Woman,Female,North America,genius
Aimee Mann,Little Tornado,Female,North America,genius
Alan Parsons,Oh Life (There Must Be More),Male,Europe,genius
Ali Campbell,Let Your Yeah Be Yeah,Male,Europe,genius
Alicia Keys,Fallin',Female,North America,genius
Ace Frehley,New York Groove,Male,North America,genius
Amerie,Take Control,Female,North America,genius
Aaron Neville,Crying In The Chapel,Male,North America,genius
Amy Winehouse,Rehab,Female,Europe,genius
Alejandro Escovedo,Tender Heart,Male,North America,genius
Amanda Palmer,Fake Plastic Trees,Female,North America,genius
Alison Krauss,Down To The River To Pray,Female,North America,genius
Alison Krauss,Missing You,Male,Europe,genius
Amanda Seyfried,In My Life,Female,North America,genius
Allan Edwall,Du Och Jag,Male,Europe,genius
Adele,Melt My Heart To Stone,Female,Europe,genius
Amy Grant,I Will Remember You,Female,North America,genius
Ace Frehley,Starship,Male,North America,genius
Aaron Neville,You Send Me,Male,North America,genius
Ana Moura,Por Minha Conta,Female,Europe,genius
Andy Williams,The Hawaiian Wedding Song,Male,North America,genius
Allan Edwall,Dystervals,Male,Europe,genius
Amanda Palmer,Australia,Female,North America,genius
Aloe Blacc,Femme Fatale,Male,North America,genius
Active Child,You Are All I See,Male,North America,genius
Ali Love,Do It Again,Male,Europe,genius
Alanis Morissette,So Pure,Female,North America,genius
Aaliyah,Hot Like Fire,Female,North America,genius
Alain Chamfort,Volatile,Male,Europe,genius
Alain Chamfort,Bambou,Male,Europe,genius
Al Green,Full Of Fire,Male,North America,genius
Andy Williams,Moon River,Male,North America,genius
Amerie,1 Thing,Female,North America,genius
Active Child,Hanging On,Male,North America,genius
Alison Moyet,When I Say (No Giveaway),Female,Europe,genius
Ani DiFranco,Trickle Down,Female,North America,genius
Aaliyah,One In A Million (Remix),Female,North America,genius
Alain Souchon,Les Enfants Sages,Male,Europe,genius
Alain Chamfort,Traces De Toi,Male,Europe,genius
Aesop Rock,No Regrets,Male,North America,genius
Alicia Keys,Distance And Time,Female,North America,genius
Al Jolson,You Are Too Beautiful,Male,Europe,genius
Alain Souchon,La Vie Ne Vaut Rien,Male,Europe,genius
Alejandro Escovedo,Crooked Frame,Male,North America,genius
Andrew Lloyd Webber,All For Laura,Male,Europe,genius
Aimee Mann,All Over Now,Female,North America,genius
Aaron Lewis,Massachusetts,Male,North America,genius
Amy Grant,Ask Me,Female,North America,genius
Alina Orlova,Vaiduokliai,Female,Europe,genius
Ace Frehley,Deuce,Male,North America,genius
Amy Grant,Big Yellow Taxi,Female,North America,genius
Alain Chamfort,Bambou,Male,Europe,genius
Alan Parsons,Prime Time,Male,Europe,genius
Ace Frehley,New York Groove,Male,North America,genius
Adele,Chasing Pavements,Female,Europe,genius
Allison Crowe,In My Life,Female,North America,genius
Alejandro Escovedo,Golden Bear,Male,North America,genius
Aaliyah,Come Over,Female,North America,genius
Aaliyah,All I Need,Female,North America,genius
Alain Chamfort,Les Beaux Yeux De Laure,Male,Europe,genius
Aimee Mann,Satellite,Female,North America,genius
Al Green,I Want To Hold Your Hand,Male,North America,genius
Ana Johnsson,The Way I Am,Female,Europe,genius
Aaliyah,Giving You More,Female,North America,genius
Allen Toussaint,Lady Madonna,Male,North America,genius
Amy Grant,Every Heartbeat,Female,North America,genius
Alannah Myles,Black Velvet,Female,North America,genius
Aaliyah,All I Need,Female,North America,genius
Alicia Keys,Girlfriend,Female,North America,genius
Agnes Obel,Riverside,Female,Europe,genius
Alanis Morissette,You Learn,Female,North America,genius
Alan Sorrenti,Una Luce Si Accende,Male,Europe,genius
Amy Diamond,My Name Is Love,Female,Europe,genius
Amy Macdonald,Caledonia,Female,Europe,genius
Ana Johnsson,We Are,Female,Europe,genius
Amii Stewart,Where Did Our Love Go,Female,North America,genius
A$AP Ferg,Work,Male,North America,genius
Ace Frehley,Rip It Out,Male,North America,genius
Alanis Morissette,Not The Doctor,Female,North America,genius
Andrew Gold,Lonely Boy,Male,North America,genius
